DATE,rainGage,Precip
2011-11-26,RG21,0
2011-11-27,RG21,0
2011-11-28,RG21,0
2011-11-29,RG21,7
2011-11-30,RG21,28
2011-12-01,RG21,0.6
2011-12-02,RG21,0
2011-12-03,RG21,0
2011-12-04,RG21,0
2011-12-05,RG21,0
2011-12-06,RG21,8.2
2011-12-07,RG21,19.1
2011-12-08,RG21,10.6
2011-12-09,RG21,0
2011-12-10,RG21,0
2011-12-11,RG21,0
2011-12-12,RG21,0
2011-12-13,RG21,0
2011-12-14,RG21,0
2011-12-15,RG21,13.7
2011-12-16,RG21,1.3
2011-12-17,RG21,0.5
2011-12-18,RG21,0
2011-12-19,RG21,0
2011-12-20,RG21,0
2011-12-21,RG21,11.3
2011-12-22,RG21,0.8
2011-12-23,RG21,12
2011-12-24,RG21,0
2011-12-25,RG21,0.8
2011-12-26,RG21,3.8
2011-12-27,RG21,28.1
2011-12-28,RG21,11.2
2011-12-29,RG21,0
2011-12-30,RG21,0.9
2011-12-31,RG21,2.4
2012-01-01,RG21,6.7
2012-01-02,RG21,9.4
2012-01-03,RG21,0
2012-01-04,RG21,0
2012-01-05,RG21,0
2012-01-06,RG21,1.5
2012-01-07,RG21,0
2012-01-08,RG21,0
2012-01-09,RG21,0
2012-01-10,RG21,0
2012-01-11,RG21,0
2012-01-12,RG21,18.4
2012-01-13,RG21,8.8
2012-01-14,RG21,0.6
2012-01-15,RG21,0
2012-01-16,RG21,0
2012-01-17,RG21,8.2
2012-01-18,RG21,2.4
2012-01-19,RG21,3.4
2012-01-20,RG21,2.3
2012-01-21,RG21,0.9
2012-01-22,RG21,0
2012-01-23,RG21,22.3
2012-01-24,RG21,1.6
2012-01-25,RG21,0.2
2012-01-26,RG21,4.9
2012-01-27,RG21,39.8
2012-01-28,RG21,0
2012-01-29,RG21,0
2012-01-30,RG21,0
2012-01-31,RG21,0.6
2012-02-01,RG21,0.8
2012-02-02,RG21,0
2012-02-03,RG21,0.1
2012-02-04,RG21,0.1
2012-02-05,RG21,0
2012-02-06,RG21,0
2012-02-07,RG21,0
2012-02-08,RG21,0
2012-02-09,RG21,0
2012-02-10,RG21,0
2012-02-11,RG21,2
2012-02-12,RG21,0
2012-02-13,RG21,0
2012-02-14,RG21,0
2012-02-15,RG21,0
2012-02-16,RG21,2.6
2012-02-17,RG21,2.3
2012-02-18,RG21,0
2012-02-19,RG21,0
2012-02-20,RG21,0
2012-02-21,RG21,1.1
2012-02-22,RG21,0
2012-02-23,RG21,0.6
2012-02-24,RG21,18.9
2012-02-25,RG21,3.3
2012-02-26,RG21,0
2012-02-27,RG21,0
2012-02-28,RG21,0.6
2012-02-29,RG21,1.1
2012-03-01,RG21,18.1
2012-03-02,RG21,0.8
2012-03-03,RG21,14.7
2012-03-04,RG21,0.3
2012-03-05,RG21,0
2012-03-06,RG21,0
2012-03-07,RG21,0
2012-03-08,RG21,4.9
2012-03-09,RG21,9.2
2012-03-10,RG21,4.6
2012-03-11,RG21,0
2012-03-12,RG21,0
2012-03-13,RG21,0
2012-03-14,RG21,0
2012-03-15,RG21,0.3
2012-03-16,RG21,8.8
2012-03-17,RG21,0
2012-03-18,RG21,0
2012-03-19,RG21,0
2012-03-20,RG21,0
2012-03-21,RG21,0
2012-03-22,RG21,0
2012-03-23,RG21,0
2012-03-24,RG21,0.6
2012-03-25,RG21,6.3
2012-03-26,RG21,2.3
2012-03-27,RG21,0
2012-03-28,RG21,0
2012-03-29,RG21,1.3
2012-03-30,RG21,5.2
2012-03-31,RG21,0
2012-04-01,RG21,0.6
2012-04-02,RG21,0
2012-04-03,RG21,0
2012-04-04,RG21,0
2012-04-05,RG21,0
2012-04-06,RG21,0
2012-04-07,RG21,0
2012-04-08,RG21,0.4
2012-04-09,RG21,6.7
2012-04-10,RG21,0
2012-04-11,RG21,0
2012-04-12,RG21,0
2012-04-13,RG21,0
2012-04-14,RG21,0
2012-04-15,RG21,0
2012-04-16,RG21,0
2012-04-17,RG21,0
2012-04-18,RG21,0
2012-04-19,RG21,0
2012-04-20,RG21,0
2012-04-21,RG21,13.4
2012-04-22,RG21,22.8
2012-04-23,RG21,29.5
2012-04-24,RG21,2.7
2012-04-25,RG21,0
2012-04-26,RG21,12.1
2012-04-27,RG21,4.2
2012-04-28,RG21,0
2012-04-29,RG21,0
2012-04-30,RG21,0
2012-05-01,RG21,23
2012-05-02,RG21,1.1
2012-05-03,RG21,2.7
2012-05-04,RG21,14.3
2012-05-05,RG21,0.5
2012-05-06,RG21,0
2012-05-07,RG21,0
2012-05-08,RG21,56
2012-05-09,RG21,2.2
2012-05-10,RG21,12.8
2012-05-11,RG21,1.9
2012-05-12,RG21,0
2012-05-13,RG21,0
2012-05-14,RG21,5.5
2012-05-15,RG21,40.5
2012-05-16,RG21,6
2012-05-17,RG21,0.8
2012-05-18,RG21,0
2012-05-19,RG21,0
2012-05-20,RG21,0
2012-05-21,RG21,1.7
2012-05-22,RG21,5.7
2012-05-23,RG21,0
2012-05-24,RG21,0
2012-05-25,RG21,7.6
2012-05-26,RG21,0
2012-05-27,RG21,0
2012-05-28,RG21,0.2
2012-05-29,RG21,37.9
2012-05-30,RG21,0.2
2012-05-31,RG21,0
2012-06-01,RG21,0
2012-06-02,RG21,57.2
2012-06-03,RG21,7.6
2012-06-04,RG21,9.9
2012-06-05,RG21,0
2012-06-06,RG21,16.2
2012-06-07,RG21,1.1
2012-06-08,RG21,6.3
2012-06-09,RG21,0
2012-06-10,RG21,0
2012-06-11,RG21,0
2012-06-12,RG21,22.3
2012-06-13,RG21,26.5
2012-06-14,RG21,0
2012-06-15,RG21,0
2012-06-16,RG21,0
2012-06-17,RG21,0
2012-06-18,RG21,0
2012-06-19,RG21,0
2012-06-20,RG21,0
2012-06-21,RG21,0
2012-06-22,RG21,0
2012-06-23,RG21,0
2012-06-24,RG21,0
2012-06-25,RG21,54.4
2012-06-26,RG21,6.5
2012-06-27,RG21,11.2
2012-06-28,RG21,0
2012-06-29,RG21,0.3
2012-06-30,RG21,0
2012-07-01,RG21,0
2012-07-02,RG21,0
2012-07-03,RG21,0
2012-07-04,RG21,27.4
2012-07-05,RG21,0
2012-07-06,RG21,0
2012-07-07,RG21,0
2012-07-08,RG21,0
2012-07-09,RG21,0
2012-07-10,RG21,0
2012-07-11,RG21,0
2012-07-12,RG21,0
2012-07-13,RG21,0
2012-07-14,RG21,0
2012-07-15,RG21,2.7
2012-07-16,RG21,1.9
2012-07-17,RG21,15.5
2012-07-18,RG21,0
2012-07-19,RG21,0
2012-07-20,RG21,0
2012-07-21,RG21,0
2012-07-22,RG21,0
2012-07-23,RG21,10.1
2012-07-24,RG21,4.7
2012-07-25,RG21,0
2012-07-26,RG21,6
2012-07-27,RG21,1.6
2012-07-28,RG21,10.1
2012-07-29,RG21,16.6
2012-07-30,RG21,0
2012-07-31,RG21,0
2012-08-01,RG21,1.6
2012-08-02,RG21,0
2012-08-03,RG21,0
2012-08-04,RG21,0
2012-08-05,RG21,12.4
2012-08-06,RG21,0.7
2012-08-07,RG21,0
2012-08-08,RG21,0
2012-08-09,RG21,38.2
2012-08-10,RG21,74.3
2012-08-11,RG21,6.4
2012-08-12,RG21,15.2
2012-08-13,RG21,0
2012-08-14,RG21,0
2012-08-15,RG21,6.8
2012-08-16,RG21,0
2012-08-17,RG21,3.4
2012-08-18,RG21,0
2012-08-19,RG21,0
2012-08-20,RG21,0
2012-08-21,RG21,0
2012-08-22,RG21,0
2012-08-23,RG21,0
2012-08-24,RG21,0
2012-08-25,RG21,0
2012-08-26,RG21,0
2012-08-27,RG21,20.2
2012-08-28,RG21,13.7
2012-08-29,RG21,0
2012-08-30,RG21,0
2012-08-31,RG21,0.3
2012-09-01,RG21,0
2012-09-02,RG21,1.3
2012-09-03,RG21,0
2012-09-04,RG21,11
2012-09-05,RG21,16.9
2012-09-06,RG21,0
2012-09-07,RG21,0
2012-09-08,RG21,18.8
2012-09-09,RG21,0
2012-09-10,RG21,0
2012-09-11,RG21,0
2012-09-12,RG21,0
2012-09-13,RG21,0
2012-09-14,RG21,0
2012-09-15,RG21,0
2012-09-16,RG21,0
2012-09-17,RG21,0
2012-09-18,RG21,74.8
2012-09-19,RG21,4.3
2012-09-20,RG21,0
2012-09-21,RG21,0
2012-09-22,RG21,5.1
2012-09-23,RG21,3.7
2012-09-24,RG21,0
2012-09-25,RG21,0
2012-09-26,RG21,1.3
2012-09-27,RG21,0.5
2012-09-28,RG21,11.5
2012-09-29,RG21,2.7
2012-09-30,RG21,7.2
2012-10-01,RG21,7.5
2012-10-02,RG21,0
2012-10-03,RG21,13.7
2012-10-04,RG21,3.4
2012-10-05,RG21,0.6
2012-10-06,RG21,6.8
2012-10-07,RG21,2.3
2012-10-08,RG21,1.7
2012-10-09,RG21,0
2012-10-10,RG21,9.2
2012-10-11,RG21,0
2012-10-12,RG21,3.7
2012-10-13,RG21,0
2012-10-14,RG21,8.9
2012-10-15,RG21,2.8
2012-10-16,RG21,0.6
2012-10-17,RG21,0
2012-10-18,RG21,0
2012-10-19,RG21,39.7
2012-10-20,RG21,5.2
2012-10-21,RG21,0.9
2012-10-22,RG21,0
2012-10-23,RG21,0
2012-10-24,RG21,0
2012-10-25,RG21,0
2012-10-26,RG21,0
2012-10-27,RG21,0
2012-10-28,RG21,0
2012-10-29,RG21,19.4
2012-10-30,RG21,43.8
2012-10-31,RG21,2.6
2012-11-01,RG21,0
2012-11-02,RG21,0.2
2012-11-03,RG21,0
2012-11-04,RG21,0.2
2012-11-05,RG21,0
2012-11-06,RG21,0
2012-11-07,RG21,0
2012-11-08,RG21,1.4
2012-11-09,RG21,0
2012-11-10,RG21,0
2012-11-11,RG21,0
2012-11-12,RG21,0
2012-11-13,RG21,16.9
2012-11-14,RG21,0
2012-11-15,RG21,0
2012-11-16,RG21,0
2012-11-17,RG21,0
2012-11-18,RG21,0
2012-11-19,RG21,0
2012-11-20,RG21,0
2012-11-21,RG21,0
2012-11-22,RG21,0
2012-11-23,RG21,0
2012-11-24,RG21,1.4
2012-11-25,RG21,1.4
2012-11-26,RG21,0
2012-11-27,RG21,0
2012-11-28,RG21,0
2012-11-29,RG21,3
2012-11-30,RG21,0
2012-12-01,RG21,4.4
2012-12-02,RG21,17.2
2012-12-03,RG21,0.6
2012-12-04,RG21,0.8
2012-12-05,RG21,11.7
2012-12-06,RG21,0
2012-12-07,RG21,0
2012-12-08,RG21,1.3
2012-12-09,RG21,0
2012-12-10,RG21,24.1
2012-12-11,RG21,0
2012-12-12,RG21,0
2012-12-13,RG21,0
2012-12-14,RG21,0
2012-12-15,RG21,0
2012-12-16,RG21,6.7
2012-12-17,RG21,11.5
2012-12-18,RG21,23.9
2012-12-19,RG21,0.7
2012-12-20,RG21,0
2012-12-21,RG21,33.9
2012-12-22,RG21,3.7
2012-12-23,RG21,0
2012-12-24,RG21,0
2012-12-25,RG21,2.2
2012-12-26,RG21,0
2012-12-27,RG21,16.9
2012-12-28,RG21,0.6
2012-12-29,RG21,8.3
2012-12-30,RG21,3.6
2012-12-31,RG21,0
2013-01-01,RG21,0
2013-01-02,RG21,0
2013-01-03,RG21,0
2013-01-04,RG21,0.7
2013-01-05,RG21,2
2013-01-06,RG21,3.7
2013-01-07,RG21,0.7
2013-01-08,RG21,0
2013-01-09,RG21,0
2013-01-10,RG21,1.9
2013-01-11,RG21,3.2
2013-01-12,RG21,2.9
2013-01-13,RG21,0
2013-01-14,RG21,1.9
2013-01-15,RG21,0
2013-01-16,RG21,7.8
2013-01-17,RG21,1.2
2013-01-18,RG21,0
2013-01-19,RG21,0.5
2013-01-20,RG21,0.7
2013-01-21,RG21,0.2
2013-01-22,RG21,3.4
2013-01-23,RG21,0
2013-01-24,RG21,0
2013-01-25,RG21,0
2013-01-26,RG21,0
2013-01-27,RG21,0
2013-01-28,RG21,5.1
2013-01-29,RG21,1.1
2013-01-30,RG21,7.2
2013-01-31,RG21,42.6
2013-02-01,RG21,0
2013-02-02,RG21,0
2013-02-03,RG21,0
2013-02-04,RG21,0
2013-02-05,RG21,0
2013-02-06,RG21,0
2013-02-07,RG21,0
2013-02-08,RG21,21.8
2013-02-09,RG21,9.6
2013-02-10,RG21,0
2013-02-11,RG21,6.9
2013-02-12,RG21,0.8
2013-02-13,RG21,0
2013-02-14,RG21,0
2013-02-15,RG21,0
2013-02-16,RG21,0
2013-02-17,RG21,0
2013-02-18,RG21,0
2013-02-19,RG21,3.2
2013-02-20,RG21,8.1
2013-02-21,RG21,1.6
2013-02-22,RG21,0
2013-02-23,RG21,13.9
2013-02-24,RG21,10
2013-02-25,RG21,0.3
2013-02-26,RG21,0
2013-02-27,RG21,9.6
2013-02-28,RG21,0.3
2013-03-01,RG21,0.3
2013-03-02,RG21,2
2013-03-03,RG21,1.1
2013-03-04,RG21,0
2013-03-05,RG21,0
2013-03-06,RG21,4.3
2013-03-07,RG21,0
2013-03-08,RG21,0
2013-03-09,RG21,0
2013-03-10,RG21,0
2013-03-11,RG21,0
2013-03-12,RG21,45.6
2013-03-13,RG21,0.6
2013-03-14,RG21,2.8
2013-03-15,RG21,3.7
2013-03-16,RG21,1.9
2013-03-17,RG21,0
2013-03-18,RG21,0
2013-03-19,RG21,23.2
2013-03-20,RG21,3.5
2013-03-21,RG21,0
2013-03-22,RG21,0
2013-03-23,RG21,4.1
2013-03-24,RG21,0
2013-03-25,RG21,0
2013-03-26,RG21,0.9
2013-03-27,RG21,0
2013-03-28,RG21,0
2013-03-29,RG21,0
2013-03-30,RG21,0
2013-03-31,RG21,3.1
2013-04-01,RG21,17.6
2013-04-02,RG21,0
2013-04-03,RG21,0
2013-04-04,RG21,0
2013-04-05,RG21,0
2013-04-06,RG21,0
2013-04-07,RG21,0
2013-04-08,RG21,0
2013-04-09,RG21,10.9
2013-04-10,RG21,9.5
2013-04-11,RG21,0
2013-04-12,RG21,14.7
2013-04-13,RG21,3.8
2013-04-14,RG21,3.8
2013-04-15,RG21,0
2013-04-16,RG21,5.4
2013-04-17,RG21,0
2013-04-18,RG21,0
2013-04-19,RG21,6.6
2013-04-20,RG21,4.8
2013-04-21,RG21,0
2013-04-22,RG21,0
2013-04-23,RG21,0
2013-04-24,RG21,0
2013-04-25,RG21,0
2013-04-26,RG21,0
2013-04-27,RG21,0
2013-04-28,RG21,0
2013-04-29,RG21,0
2013-04-30,RG21,0
2013-05-01,RG21,0
2013-05-02,RG21,0
2013-05-03,RG21,0
2013-05-04,RG21,0
2013-05-05,RG21,0
2013-05-06,RG21,0
2013-05-07,RG21,0
2013-05-08,RG21,4.8
2013-05-09,RG21,8.9
2013-05-10,RG21,0.3
2013-05-11,RG21,29.9
2013-05-12,RG21,0.5
2013-05-13,RG21,0
2013-05-14,RG21,0
2013-05-15,RG21,1.5
2013-05-16,RG21,0
2013-05-17,RG21,0
2013-05-18,RG21,0
2013-05-19,RG21,21.9
2013-05-20,RG21,2.9
2013-05-21,RG21,13.2
2013-05-22,RG21,7.6
2013-05-23,RG21,3.8
2013-05-24,RG21,7.6
2013-05-25,RG21,11.1
2013-05-26,RG21,7.9
2013-05-27,RG21,0
2013-05-28,RG21,0
2013-05-29,RG21,6.4
2013-05-30,RG21,0
2013-05-31,RG21,0
2013-06-01,RG21,0
2013-06-02,RG21,29.2
2013-06-03,RG21,1.2
2013-06-04,RG21,0
2013-06-05,RG21,0
2013-06-06,RG21,1.8
2013-06-07,RG21,23.1
2013-06-08,RG21,4.4
2013-06-09,RG21,0
2013-06-10,RG21,5
2013-06-11,RG21,35.6
2013-06-12,RG21,1.1
2013-06-13,RG21,0.8
2013-06-14,RG21,0.3
2013-06-15,RG21,0
2013-06-16,RG21,3.6
2013-06-17,RG21,4.7
2013-06-18,RG21,2
2013-06-19,RG21,0
2013-06-20,RG21,0
2013-06-21,RG21,0
2013-06-22,RG21,3.7
2013-06-23,RG21,6.1
2013-06-24,RG21,6.9
2013-06-25,RG21,1.4
2013-06-26,RG21,5.5
2013-06-27,RG21,0
2013-06-28,RG21,34.4
2013-06-29,RG21,4.1
2013-06-30,RG21,0.3
2013-07-01,RG21,56.2
2013-07-02,RG21,11.4
2013-07-03,RG21,1.6
2013-07-04,RG21,4.1
2013-07-05,RG21,0
2013-07-06,RG21,0
2013-07-07,RG21,0
2013-07-08,RG21,12.7
2013-07-09,RG21,0
2013-07-10,RG21,27.3
2013-07-11,RG21,3.2
2013-07-12,RG21,0
2013-07-13,RG21,0
2013-07-14,RG21,0
2013-07-15,RG21,0
2013-07-16,RG21,0
2013-07-17,RG21,15.1
2013-07-18,RG21,7.7
2013-07-19,RG21,4
2013-07-20,RG21,0
2013-07-21,RG21,0
2013-07-22,RG21,0
2013-07-23,RG21,42.4
2013-07-24,RG21,0
2013-07-25,RG21,0
2013-07-26,RG21,0
2013-07-27,RG21,0
2013-07-28,RG21,8.8
2013-07-29,RG21,13.5
2013-07-30,RG21,0
2013-07-31,RG21,0
2013-08-01,RG21,22.1
2013-08-02,RG21,3.1
2013-08-03,RG21,1.6
2013-08-04,RG21,1.6
2013-08-05,RG21,0
2013-08-06,RG21,0
2013-08-07,RG21,0
2013-08-08,RG21,0
2013-08-09,RG21,22.5
2013-08-10,RG21,0.9
2013-08-11,RG21,0
2013-08-12,RG21,0
2013-08-13,RG21,19.7
2013-08-14,RG21,0.6
2013-08-15,RG21,0
2013-08-16,RG21,0
2013-08-17,RG21,0
2013-08-18,RG21,0
2013-08-19,RG21,0
2013-08-20,RG21,0
2013-08-21,RG21,0
2013-08-22,RG21,0
2013-08-23,RG21,0
2013-08-24,RG21,0
2013-08-25,RG21,0.8
2013-08-26,RG21,4.2
2013-08-27,RG21,0
2013-08-28,RG21,14.3
2013-08-29,RG21,0.6
2013-08-30,RG21,0.3
2013-08-31,RG21,4.6
2013-09-01,RG21,1.7
2013-09-02,RG21,45.1
2013-09-03,RG21,0
2013-09-04,RG21,0
2013-09-05,RG21,2.2
2013-09-06,RG21,0
2013-09-07,RG21,0
2013-09-08,RG21,2.2
2013-09-09,RG21,0
2013-09-10,RG21,6.6
2013-09-11,RG21,12.5
2013-09-12,RG21,29.7
2013-09-13,RG21,1.9
2013-09-14,RG21,0
2013-09-15,RG21,0
2013-09-16,RG21,1.2
2013-09-17,RG21,0
2013-09-18,RG21,0
2013-09-19,RG21,0
2013-09-20,RG21,0
2013-09-21,RG21,0.6
2013-09-22,RG21,17.7
2013-09-23,RG21,0
2013-09-24,RG21,0
2013-09-25,RG21,0
2013-09-26,RG21,0
2013-09-27,RG21,0
2013-09-28,RG21,0
2013-09-29,RG21,0
2013-09-30,RG21,0
2013-10-01,RG21,0
2013-10-02,RG21,0
2013-10-03,RG21,0
2013-10-04,RG21,0
2013-10-05,RG21,0
2013-10-06,RG21,5.5
2013-10-07,RG21,18.9
2013-10-08,RG21,0
2013-10-09,RG21,0
2013-10-10,RG21,0
2013-10-11,RG21,0
2013-10-12,RG21,0
2013-10-13,RG21,0
2013-10-14,RG21,0
2013-10-15,RG21,0
2013-10-16,RG21,0
2013-10-17,RG21,2.4
2013-10-18,RG21,13.2
2013-10-19,RG21,0.6
2013-10-20,RG21,3.3
2013-10-21,RG21,0
2013-10-22,RG21,2.1
2013-10-23,RG21,0
2013-10-24,RG21,2.1
2013-10-25,RG21,0.7
2013-10-26,RG21,0
2013-10-27,RG21,0
2013-10-28,RG21,1.1
2013-10-29,RG21,0
2013-10-30,RG21,0
2013-10-31,RG21,17.5
2013-11-01,RG21,24.1
2013-11-02,RG21,0
2013-11-03,RG21,0
2013-11-04,RG21,0
2013-11-05,RG21,0
2013-11-06,RG21,0
2013-11-07,RG21,10.5
2013-11-08,RG21,0.3
2013-11-09,RG21,0
2013-11-10,RG21,12.9
2013-11-11,RG21,1.8
2013-11-12,RG21,3.3
2013-11-13,RG21,0
2013-11-14,RG21,0
2013-11-15,RG21,0
2013-11-16,RG21,0
2013-11-17,RG21,7.4
2013-11-18,RG21,15
2013-11-19,RG21,0.8
2013-11-20,RG21,0
2013-11-21,RG21,0
2013-11-22,RG21,3
2013-11-23,RG21,4.3
2013-11-24,RG21,2.6
2013-11-25,RG21,0
2013-11-26,RG21,10
2013-11-27,RG21,46.1
2013-11-28,RG21,0.5
2013-11-29,RG21,0
2013-11-30,RG21,0
2013-12-01,RG21,0
2013-12-02,RG21,0
2013-12-03,RG21,0
2013-12-04,RG21,0
2013-12-05,RG21,1.1
2013-12-06,RG21,7.4
2013-12-07,RG21,0
2013-12-08,RG21,0
2013-12-09,RG21,11.1
2013-12-10,RG21,1.4
2013-12-11,RG21,1.1
2013-12-12,RG21,0
2013-12-13,RG21,1.1
2013-12-14,RG21,9.1
2013-12-15,RG21,17.3
2013-12-16,RG21,0.6
2013-12-17,RG21,2.6
2013-12-18,RG21,0.3
2013-12-19,RG21,0
2013-12-20,RG21,0.6
2013-12-21,RG21,7.8
2013-12-22,RG21,5.8
2013-12-23,RG21,7.3
2013-12-24,RG21,0
2013-12-25,RG21,0
2013-12-26,RG21,6.6
2013-12-27,RG21,0.3
2013-12-28,RG21,0
2013-12-29,RG21,18.5
2013-12-30,RG21,0.6
2013-12-31,RG21,0
2014-01-01,RG21,0.5
2014-01-02,RG21,7.5
2014-01-03,RG21,2.5
2014-01-04,RG21,0
2014-01-05,RG21,2.5
2014-01-06,RG21,33.7
2014-01-07,RG21,0
2014-01-08,RG21,0
2014-01-09,RG21,0
2014-01-10,RG21,0
2014-01-11,RG21,42.7
2014-01-12,RG21,0
2014-01-13,RG21,0
2014-01-14,RG21,9.3
2014-01-15,RG21,0.3
2014-01-16,RG21,3.2
2014-01-17,RG21,1.5
2014-01-18,RG21,0.3
2014-01-19,RG21,6.1
2014-01-20,RG21,0.9
2014-01-21,RG21,0
2014-01-22,RG21,0
2014-01-23,RG21,0
2014-01-24,RG21,0
2014-01-25,RG21,6
2014-01-26,RG21,0.6
2014-01-27,RG21,1.8
2014-01-28,RG21,0
2014-01-29,RG21,0
2014-01-30,RG21,0
2014-01-31,RG21,0
2014-02-01,RG21,2.2
2014-02-02,RG21,2.2
2014-02-03,RG21,0
2014-02-04,RG21,0
2014-02-05,RG21,20.5
2014-02-06,RG21,1
2014-02-07,RG21,0
2014-02-08,RG21,0
2014-02-09,RG21,1
2014-02-10,RG21,1.3
2014-02-11,RG21,0
2014-02-12,RG21,0
2014-02-13,RG21,13.3
2014-02-14,RG21,17.7
2014-02-15,RG21,0.9
2014-02-16,RG21,0.9
2014-02-17,RG21,0
2014-02-18,RG21,8.1
2014-02-19,RG21,5
2014-02-20,RG21,2.3
2014-02-21,RG21,12
2014-02-22,RG21,2.6
2014-02-23,RG21,0
2014-02-24,RG21,0.9
2014-02-25,RG21,1.7
2014-02-26,RG21,0.9
2014-02-27,RG21,0.9
2014-02-28,RG21,0
2014-03-01,RG21,0
2014-03-02,RG21,0
2014-03-03,RG21,0
2014-03-04,RG21,0
2014-03-05,RG21,0
2014-03-06,RG21,0
2014-03-07,RG21,0
2014-03-08,RG21,0
2014-03-09,RG21,0
2014-03-10,RG21,4.2
2014-03-11,RG21,1.5
2014-03-12,RG21,30
2014-03-13,RG21,6
2014-03-14,RG21,0
2014-03-15,RG21,3
2014-03-16,RG21,1.5
2014-03-17,RG21,0
2014-03-18,RG21,0
2014-03-19,RG21,22.1
2014-03-20,RG21,11.9
2014-03-21,RG21,0.3
2014-03-22,RG21,3.4
2014-03-23,RG21,1.4
2014-03-24,RG21,0
2014-03-25,RG21,0
2014-03-26,RG21,0
2014-03-27,RG21,0
2014-03-28,RG21,5.4
2014-03-29,RG21,5.1
2014-03-30,RG21,21.9
2014-03-31,RG21,6.7
2014-04-01,RG21,0
2014-04-02,RG21,0
2014-04-03,RG21,0
2014-04-04,RG21,6.7
2014-04-05,RG21,6.9
2014-04-06,RG21,1.1
2014-04-07,RG21,2.3
2014-04-08,RG21,13.8
2014-04-09,RG21,0
2014-04-10,RG21,0
2014-04-11,RG21,1.5
2014-04-12,RG21,0
2014-04-13,RG21,7
2014-04-14,RG21,0
2014-04-15,RG21,41.8
2014-04-16,RG21,2.4
2014-04-17,RG21,0
2014-04-18,RG21,0
2014-04-19,RG21,2.1
2014-04-20,RG21,0
2014-04-21,RG21,0
2014-04-22,RG21,1.2
2014-04-23,RG21,1.4
2014-04-24,RG21,0
2014-04-25,RG21,0
2014-04-26,RG21,11.9
2014-04-27,RG21,1.4
2014-04-28,RG21,0.9
2014-04-29,RG21,0
2014-04-30,RG21,6.1
2014-05-01,RG21,11.7
2014-05-02,RG21,0.5
2014-05-03,RG21,1.8
2014-05-04,RG21,22.1
2014-05-05,RG21,2.5
2014-05-06,RG21,0
2014-05-07,RG21,0
2014-05-08,RG21,0
2014-05-09,RG21,0
2014-05-10,RG21,5.8
2014-05-11,RG21,0
2014-05-12,RG21,0
2014-05-13,RG21,0
2014-05-14,RG21,1.5
2014-05-15,RG21,0.2
2014-05-16,RG21,13.3
2014-05-17,RG21,38.1
2014-05-18,RG21,0
2014-05-19,RG21,2.2
2014-05-20,RG21,0
2014-05-21,RG21,0
2014-05-22,RG21,1.6
2014-05-23,RG21,6
2014-05-24,RG21,8.9
2014-05-25,RG21,1.6
2014-05-26,RG21,2.5
2014-05-27,RG21,5.8
2014-05-28,RG21,1.2
2014-05-29,RG21,0
2014-05-30,RG21,2.5
2014-05-31,RG21,0.5
2014-06-01,RG21,0
2014-06-02,RG21,0
2014-06-03,RG21,0
2014-06-04,RG21,0
2014-06-05,RG21,0
2014-06-06,RG21,0
2014-06-07,RG21,0
2014-06-08,RG21,0
2014-06-09,RG21,0
2014-06-10,RG21,0
2014-06-11,RG21,2
2014-06-12,RG21,26
2014-06-13,RG21,25.5
2014-06-14,RG21,2.3
2014-06-15,RG21,0
2014-06-16,RG21,0
2014-06-17,RG21,0
2014-06-18,RG21,7.1
2014-06-19,RG21,0
2014-06-20,RG21,0
2014-06-21,RG21,0
2014-06-22,RG21,0
2014-06-23,RG21,0
2014-06-24,RG21,0
2014-06-25,RG21,89.2
2014-06-26,RG21,35.3
2014-06-27,RG21,0
2014-06-28,RG21,0
2014-06-29,RG21,0
2014-06-30,RG21,0
2014-07-01,RG21,0
2014-07-02,RG21,4.1
2014-07-03,RG21,15.2
2014-07-04,RG21,5.1
2014-07-05,RG21,1
2014-07-06,RG21,0
2014-07-07,RG21,6.5
2014-07-08,RG21,22.2
2014-07-09,RG21,1.4
2014-07-10,RG21,0
2014-07-11,RG21,0
2014-07-12,RG21,0
2014-07-13,RG21,2.4
2014-07-14,RG21,0.5
2014-07-15,RG21,11.3
2014-07-16,RG21,11
2014-07-17,RG21,0
2014-07-18,RG21,0
2014-07-19,RG21,0
2014-07-20,RG21,0
2014-07-21,RG21,0
2014-07-22,RG21,0
2014-07-23,RG21,25.6
2014-07-24,RG21,3.5
2014-07-25,RG21,0
2014-07-26,RG21,0
2014-07-27,RG21,13.7
2014-07-28,RG21,48.6
2014-07-29,RG21,0
2014-07-30,RG21,0
2014-07-31,RG21,0
2014-08-01,RG21,0
2014-08-02,RG21,0
2014-08-03,RG21,0
2014-08-04,RG21,0
2014-08-05,RG21,0
2014-08-06,RG21,0
2014-08-07,RG21,0
2014-08-08,RG21,0
2014-08-09,RG21,0
2014-08-10,RG21,1.5
2014-08-11,RG21,0
2014-08-12,RG21,0
2014-08-13,RG21,79.5
2014-08-14,RG21,0.8
2014-08-15,RG21,0
2014-08-16,RG21,1.8
2014-08-17,RG21,5.8
2014-08-18,RG21,0.3
2014-08-19,RG21,0
2014-08-20,RG21,0
2014-08-21,RG21,0.3
2014-08-22,RG21,8.1
2014-08-23,RG21,0
2014-08-24,RG21,0
2014-08-25,RG21,0
2014-08-26,RG21,0
2014-08-27,RG21,0
2014-08-28,RG21,0
2014-08-29,RG21,0
2014-08-30,RG21,0
